#LAMMPS data file created by PyMu. 
9076 atoms

1 atom types

0 23.5675 xlo xhi
0 23.5675 ylo yhi
0 23.5675 zlo zhi

Atoms

1 1 1.04999 1 19.5097 5.37939 3.95694 0 0 0
2 1 1.04999 1 11.6618 8.19072 9.40558 0 0 0
3 1 1.04999 1 22.7418 22.4192 12.551 0 0 0
4 1 1.04999 1 11.3255 18.7054 12.9849 0 0 0
5 1 1.04998 1 13.5035 15.7218 0.918076 0 0 0
6 1 1.04996 1 22.4968 11.3275 8.38773 0 0 0
7 1 1.04996 1 2.8348 5.9219 2.77308 0 0 0
8 1 1.04995 1 11.638 8.77957 5.32828 0 0 0
9 1 1.04993 1 1.68729 16.25 5.19832 0 0 0
10 1 1.04992 1 20.1706 14.3026 21.9953 0 0 0
11 1 1.04991 1 19.7062 3.94733 20.4551 0 0 0
12 1 1.04991 1 6.87876 3.0264 17.1977 0 0 0
13 1 1.0499 1 23.0481 0.495635 14.2797 0 0 0
14 1 1.04989 1 23.1541 2.15357 10.5162 0 0 0
15 1 1.04987 1 6.3473 11.537 4.90198 0 0 0
16 1 1.04985 1 2.58041 8.3193 14.8378 0 0 0
17 1 1.04985 1 19.3622 11.8913 12.8357 0 0 0
18 1 1.04985 1 3.68036 5.03961 16.5651 0 0 0
19 1 1.04983 1 17.0838 10.7922 22.2081 0 0 0
20 1 1.04981 1 5.50708 20.9891 20.0717 0 0 0
21 1 1.04981 1 15.3194 17.887 4.56578 0 0 0
22 1 1.04979 1 4.97054 20.4362 9.43366 0 0 0
23 1 1.04978 1 19.5546 3.09865 12.3201 0 0 0
24 1 1.04977 1 11.3074 14.409 8.50362 0 0 0
25 1 1.04977 1 1.62805 12.9579 9.57309 0 0 0
26 1 1.04972 1 10.7464 1.01179 8.87627 0 0 0
27 1 1.04967 1 17.9414 13.8068 21.6806 0 0 0
28 1 1.04963 1 11.135 13.3024 2.59943 0 0 0
29 1 1.04963 1 21.7503 5.39788 10.7286 0 0 0
30 1 1.04963 1 9.67858 1.19707 3.55754 0 0 0
31 1 1.04962 1 16.0847 15.8009 1.56654 0 0 0
32 1 1.04962 1 14.684 1.65629 8.21055 0 0 0
33 1 1.04961 1 3.207 22.8208 6.87782 0 0 0
34 1 1.0496 1 6.08667 17.4323 15.492 0 0 0
35 1 1.0496 1 4.90443 2.32377 18.6589 0 0 0
36 1 1.04959 1 2.85105 1.04786 22.5648 0 0 0
37 1 1.04958 1 2.8559 0.293891 5.39993 0 0 0
38 1 1.04957 1 15.8508 5.18142 20.4582 0 0 0
39 1 1.04957 1 15.2487 18.2806 19.2555 0 0 0
40 1 1.04956 1 7.70809 20.1102 22.6733 0 0 0
41 1 1.04956 1 7.45685 23.0496 22.4367 0 0 0
42 1 1.04956 1 9.61009 12.051 7.60209 0 0 0
43 1 1.04954 1 12.9297 10.853 22.8596 0 0 0
44 1 1.04953 1 7.98829 9.11781 8.39325 0 0 0
45 1 1.04951 1 10.5405 15.7975 5.9376 0 0 0
46 1 1.04951 1 17.4941 16.1339 13.118 0 0 0
47 1 1.0495 1 0.905734 9.29233 3.71734 0 0 0
48 1 1.0495 1 3.97602 14.9687 2.78636 0 0 0
49 1 1.04949 1 9.60625 11.9849 23.5569 0 0 0
50 1 1.04949 1 16.8955 15.4606 3.02973 0 0 0
51 1 1.04949 1 13.2874 12.1563 14.0539 0 0 0
52 1 1.04948 1 4.30347 6.32943 9.60923 0 0 0
53 1 1.04947 1 8.70314 12.2623 6.46352 0 0 0
54 1 1.04947 1 22.1345 11.8007 2.44454 0 0 0
55 1 1.04946 1 17.0656 13.2418 8.26265 0 0 0
56 1 1.04946 1 2.52162 7.00419 7.15049 0 0 0
57 1 1.04945 1 0.440891 5.67775 7.20837 0 0 0
58 1 1.04945 1 3.22056 6.75954 13.3522 0 0 0
59 1 1.04945 1 8.14277 16.9675 12.2001 0 0 0
60 1 1.04944 1 0.438671 21.8342 23.1819 0 0 0
61 1 1.04941 1 6.32505 14.0957 20.9264 0 0 0
62 1 1.04941 1 3.18417 14.0175 14.3907 0 0 0
63 1 1.04941 1 13.6864 11.3724 18.561 0 0 0
64 1 1.04941 1 15.985 12.7281 16.2514 0 0 0
65 1 1.0494 1 17.887 10.4021 2.98936 0 0 0
66 1 1.04939 1 6.74503 20.5299 0.472018 0 0 0
67 1 1.04938 1 15.025 10.7071 18.7324 0 0 0
68 1 1.04936 1 5.39447 18.6695 2.5205 0 0 0
69 1 1.04936 1 15.2101 2.71441 4.31202 0 0 0
70 1 1.04933 1 1.81226 14.1907 19.041 0 0 0
71 1 1.04932 1 9.69646 17.4112 6.28022 0 0 0
72 1 1.04932 1 11.2967 2.73096 19.0546 0 0 0
